isamp	adc	time	tot	eoe
0	4775	39384	0	0
1	4776	39385	0	0
2	4779	39386	0	0
3	4775	39387	0	0
4	4776	39388	0	0
5	4782	39389	0	0
6	4776	39390	0	0
7	4781	39391	0	0
8	4777	39392	0	0
9	4776	39393	0	0
10	4776	39394	0	0
11	4776	39395	0	0
12	4775	39396	0	0
13	4772	39397	0	0
14	4778	39398	0	0
15	4772	39399	0	0
16	4775	39400	0	0
17	4781	39401	0	0
18	4772	39402	0	0
19	4776	39403	0	0
20	4778	39404	0	0
21	4774	39405	0	0
22	4776	39406	0	0
23	4777	39407	0	0
24	4774	39408	0	0
25	4776	39409	0	0
26	4772	39410	0	0
27	4779	39411	0	0
28	4777	39412	0	0
29	4776	39413	0	0
30	4776	39414	0	0
31	4780	39415	0	0
32	4775	39416	0	0
33	4781	39417	0	0
34	4780	39418	0	0
35	4776	39419	0	0
36	4776	39420	0	0
37	4783	39421	0	0
38	4777	39422	0	0
39	4780	39423	0	0
40	4778	39424	0	0
41	4772	39425	0	0
42	4778	39426	0	0
43	4776	39427	0	0
44	4778	39428	0	0
45	4781	39429	0	0
46	4773	39430	0	0
47	4780	39431	0	0
48	4772	39432	0	0
49	4773	39433	0	0
50	4780	39434	0	0
51	4771	39435	0	0
52	4778	39436	0	0
53	4776	39437	0	0
54	4773	39438	0	0
55	4777	39439	0	0
56	4781	39440	0	0
57	4776	39441	0	0
58	4779	39442	0	0
59	4779	39443	0	0
60	4775	39444	0	0
61	4779	39445	0	0
62	4779	39446	0	0
63	4777	39447	0	0
64	4776	39448	0	0
65	4776	39449	0	0
66	4772	39450	0	0
67	4779	39451	0	0
68	4775	39452	0	0
69	4780	39453	0	0
70	4780	39454	0	0
71	4776	39455	0	0
72	4780	39456	0	0
73	4775	39457	0	0
74	4775	39458	0	0
75	4782	39459	0	0
76	4771	39460	0	0
77	4779	39461	0	0
78	4772	39462	0	0
79	4773	39463	0	0
80	4778	39464	0	0
81	4773	39465	0	0
82	4774	39466	0	0
83	4774	39467	0	0
84	4779	39468	0	0
85	4777	39469	0	0
86	4776	39470	0	0
87	4784	39471	0	0
88	4850	39472	0	0
89	5086	39473	0	0
90	5389	39474	0	0
91	5583	39475	0	0
92	5583	39476	0	0
93	5471	39477	0	0
