isamp	adc	time	tot	eoe
0	4776	25180	0	0
1	4777	25181	0	0
2	4777	25182	0	0
3	4774	25183	0	0
4	4772	25184	0	0
5	4776	25185	0	0
6	4778	25186	0	0
7	4773	25187	0	0
8	4774	25188	0	0
9	4776	25189	0	0
10	4772	25190	0	0
11	4780	25191	0	0
12	4769	25192	0	0
13	4774	25193	0	0
14	4772	25194	0	0
15	4777	25195	0	0
16	4774	25196	0	0
17	4778	25197	0	0
18	4780	25198	0	0
19	4774	25199	0	0
20	4773	25200	0	0
21	4777	25201	0	0
22	4776	25202	0	0
23	4777	25203	0	0
24	4771	25204	0	0
25	4781	25205	0	0
26	4775	25206	0	0
27	4776	25207	0	0
28	4778	25208	0	0
29	4778	25209	0	0
30	4774	25210	0	0
31	4777	25211	0	0
32	4779	25212	0	0
33	4780	25213	0	0
34	4777	25214	0	0
35	4776	25215	0	0
36	4777	25216	0	0
37	4775	25217	0	0
38	4778	25218	0	0
39	4780	25219	0	0
40	4775	25220	0	0
41	4779	25221	0	0
42	4776	25222	0	0
43	4775	25223	0	0
44	4775	25224	0	0
45	4776	25225	0	0
46	4782	25226	0	0
47	4775	25227	0	0
48	4776	25228	0	0
49	4776	25229	0	0
50	4775	25230	0	0
51	4772	25231	0	0
52	4775	25232	0	0
53	4777	25233	0	0
54	4774	25234	0	0
55	4780	25235	0	0
56	4775	25236	0	0
57	4773	25237	0	0
58	4778	25238	0	0
59	4768	25239	0	0
60	4775	25240	0	0
61	4778	25241	0	0
62	4771	25242	0	0
63	4778	25243	0	0
64	4776	25244	0	0
65	4775	25245	0	0
66	4778	25246	0	0
67	4773	25247	0	0
68	4776	25248	0	0
69	4776	25249	0	0
70	4774	25250	0	0
71	4780	25251	0	0
72	4774	25252	0	0
73	4777	25253	0	0
74	4774	25254	0	0
75	4773	25255	0	0
76	4772	25256	0	0
77	4776	25257	0	0
78	4779	25258	0	0
79	4771	25259	0	0
80	4773	25260	0	0
81	4777	25261	0	0
82	4774	25262	0	0
83	4783	25263	0	0
84	4775	25264	0	0
85	4814	25265	0	0
86	4989	25266	0	0
87	5298	25267	0	0
88	5513	25268	0	0
89	5533	25269	0	0
90	5468	25270	0	0
91	5375	25271	0	0
92	5247	25272	0	0
93	5133	25273	0	0
94	5038	25274	0	0
95	4977	25275	0	0
96	4927	25276	0	0
97	4890	25277	0	0
98	4857	25278	0	0
99	4832	25279	0	0
100	4812	25280	0	0
101	4806	25281	0	0
102	4794	25282	0	0
103	4794	25283	0	0
104	4784	25284	0	0
105	4792	25285	0	0
106	4787	25286	0	0
107	4783	25287	0	0
108	4786	25288	0	0
109	4778	25289	0	0
110	4784	25290	0	0
111	4778	25291	0	0
112	4772	25292	0	0
113	4777	25293	0	0
114	4776	25294	0	0
115	4775	25295	0	0
116	4780	25296	0	0
117	4776	25297	0	0
118	4785	25298	0	0
119	4777	25299	0	0
120	4774	25300	0	0
121	4780	25301	0	0
122	4775	25302	0	0
123	4778	25303	0	0
124	4778	25304	0	0
125	4776	25305	0	0
126	4776	25306	0	0
127	4776	25307	0	0
128	4776	25308	0	0
129	4777	25309	0	0
130	4773	25310	0	0
131	4773	25311	0	0
132	4775	25312	0	0
133	4780	25313	0	0
134	4778	25314	0	0
135	4776	25315	0	0
136	4776	25316	0	0
137	4773	25317	0	0
138	4775	25318	0	0
139	4772	25319	0	0
140	4775	25320	0	0
141	4780	25321	0	0
142	4772	25322	0	0
143	4777	25323	0	0
144	4772	25324	0	0
145	4772	25325	0	0
146	4776	25326	0	0
147	4770	25327	0	0
148	4774	25328	0	0
149	4775	25329	0	0
150	4775	25330	0	0
151	4782	25331	0	0
152	4775	25332	0	0
153	4779	25333	0	0
154	4775	25334	0	0
155	4778	25335	0	0
156	4778	25336	0	0
157	4775	25337	0	0
158	4775	25338	0	0
159	4774	25339	0	0
160	4774	25340	0	0
161	4776	25341	0	0
162	4772	25342	0	0
163	4780	25343	0	0
164	4767	25344	0	0
165	4777	25345	0	0
166	4778	25346	0	0
167	4771	25347	0	0
168	4777	25348	0	0
169	4772	25349	0	0
170	4772	25350	0	0
171	4780	25351	0	0
172	4774	25352	0	0
173	4778	25353	0	0
174	4774	25354	0	0
175	4775	25355	0	0
176	4778	25356	0	0
177	4774	25357	0	0
178	4779	25358	0	0
179	4776	25359	0	0
180	4775	25360	0	0
181	4780	25361	0	0
182	4772	25362	0	0
183	4775	25363	0	0
184	4774	25364	0	0
185	4774	25365	0	0
186	4776	25366	0	0
187	4774	25367	0	0
188	4777	25368	0	0
189	4769	25369	0	0
190	4778	25370	0	0
191	4774	25371	0	0
192	4773	25372	0	0
