isamp	adc	time	tot	eoe
0	4776	61212	0	0
1	4778	61213	0	0
2	4773	61214	0	0
3	4781	61215	0	0
4	4774	61216	0	0
5	4776	61217	0	0
6	4782	61218	0	0
7	4768	61219	0	0
8	4776	61220	0	0
9	4778	61221	0	0
10	4778	61222	0	0
11	4775	61223	0	0
12	4776	61224	0	0
13	4780	61225	0	0
14	4777	61226	0	0
15	4779	61227	0	0
16	4776	61228	0	0
17	4782	61229	0	0
18	4783	61230	0	0
19	4780	61231	0	0
20	4773	61232	0	0
21	4782	61233	0	0
22	4764	61234	0	0
23	4776	61235	0	0
24	4776	61236	0	0
25	4781	61237	0	0
26	4778	61238	0	0
27	4775	61239	0	0
28	4781	61240	0	0
29	4772	61241	0	0
30	4775	61242	0	0
31	4778	61243	0	0
32	4769	61244	0	0
33	4777	61245	0	0
34	4777	61246	0	0
35	4775	61247	0	0
36	4778	61248	0	0
37	4772	61249	0	0
38	4775	61250	0	0
39	4771	61251	0	0
40	4775	61252	0	0
41	4775	61253	0	0
42	4775	61254	0	0
43	4775	61255	0	0
44	4775	61256	0	0
45	4778	61257	0	0
46	4773	61258	0	0
47	4775	61259	0	0
48	4777	61260	0	0
49	4769	61261	0	0
50	4776	61262	0	0
51	4779	61263	0	0
52	4774	61264	0	0
53	4777	61265	0	0
54	4773	61266	0	0
55	4774	61267	0	0
56	4779	61268	0	0
57	4770	61269	0	0
58	4776	61270	0	0
59	4777	61271	0	0
60	4772	61272	0	0
61	4775	61273	0	0
62	4776	61274	0	0
63	4776	61275	0	0
64	4779	61276	0	0
65	4778	61277	0	0
66	4775	61278	0	0
67	4774	61279	0	0
68	4776	61280	0	0
69	4775	61281	0	0
70	4775	61282	0	0
71	4774	61283	0	0
72	4776	61284	0	0
73	4779	61285	0	0
74	4775	61286	0	0
75	4775	61287	0	0
76	4773	61288	0	0
77	4774	61289	0	0
78	4782	61290	0	0
79	4772	61291	0	0
80	4776	61292	0	0
81	4776	61293	0	0
82	4776	61294	0	0
83	4782	61295	0	0
84	4776	61296	0	0
85	4778	61297	0	0
86	4802	61298	0	0
87	4920	61299	0	0
88	5196	61300	0	0
89	5411	61301	0	0
90	5489	61302	0	0
91	5479	61303	0	0
92	5401	61304	0	0
93	5277	61305	0	0
94	5156	61306	0	0
95	5064	61307	0	0
96	4985	61308	0	0
97	4916	61309	0	0
98	4878	61310	0	0
99	4846	61311	0	0
100	4822	61312	0	0
101	4814	61313	0	0
102	4794	61314	0	0
103	4794	61315	0	0
104	4791	61316	0	0
105	4792	61317	0	0
106	4798	61318	0	0
107	4792	61319	0	0
108	4799	61320	0	0
109	4790	61321	0	0
110	4791	61322	0	0
111	4786	61323	0	0
112	4782	61324	0	0
113	4780	61325	0	0
114	4776	61326	0	0
115	4777	61327	0	0
116	4783	61328	0	0
117	4774	61329	0	0
118	4778	61330	0	0
119	4774	61331	0	0
120	4778	61332	0	0
121	4777	61333	0	0
122	4772	61334	0	0
123	4776	61335	0	0
124	4773	61336	0	0
125	4775	61337	0	0
126	4779	61338	0	0
127	4774	61339	0	0
128	4776	61340	0	0
129	4774	61341	0	0
130	4777	61342	0	0
131	4777	61343	0	0
132	4774	61344	0	0
133	4783	61345	0	0
134	4775	61346	0	0
135	4773	61347	0	0
136	4777	61348	0	0
137	4777	61349	0	0
138	4779	61350	0	0
139	4779	61351	0	0
140	4773	61352	0	0
141	4778	61353	0	0
142	4772	61354	0	0
143	4777	61355	0	0
144	4772	61356	0	0
145	4773	61357	0	0
146	4777	61358	0	0
147	4775	61359	0	0
148	4773	61360	0	0
149	4774	61361	0	0
150	4773	61362	0	0
151	4775	61363	0	0
152	4770	61364	0	0
153	4777	61365	0	0
154	4775	61366	0	0
155	4778	61367	0	0
156	4775	61368	0	0
157	4775	61369	0	0
158	4778	61370	0	0
159	4771	61371	0	0
160	4776	61372	0	0
161	4778	61373	0	0
162	4773	61374	0	0
163	4781	61375	0	0
164	4776	61376	0	0
165	4775	61377	0	0
166	4778	61378	0	0
167	4774	61379	0	0
168	4771	61380	0	0
169	4775	61381	0	0
170	4773	61382	0	0
171	4779	61383	0	0
172	4772	61384	0	0
173	4778	61385	0	0
174	4772	61386	0	0
175	4773	61387	0	0
176	4773	61388	0	0
177	4775	61389	0	0
178	4777	61390	0	0
179	4774	61391	0	0
180	4773	61392	0	0
181	4778	61393	0	0
182	4773	61394	0	0
183	4774	61395	0	0
184	4771	61396	0	0
185	4775	61397	0	0
186	4778	61398	0	0
187	4775	61399	0	0
188	4778	61400	0	0
189	4772	61401	0	0
190	4774	61402	0	0
191	4777	61403	0	0
192	4772	61404	0	0
193	4779	61405	0	0
194	4773	61406	0	0
195	4775	61407	0	0
196	4778	61408	0	0
197	4772	61409	0	0
198	4781	61410	0	0
199	4774	61411	0	0
