isamp	adc	time	tot	eoe
0	4775	11716	0	0
1	4780	11717	0	0
2	4775	11718	0	0
3	4779	11719	0	0
4	4782	11720	0	0
5	4777	11721	0	0
6	4782	11722	0	0
7	4778	11723	0	0
8	4777	11724	0	0
9	4783	11725	0	0
10	4776	11726	0	0
11	4781	11727	0	0
12	4774	11728	0	0
13	4780	11729	0	0
14	4778	11730	0	0
15	4775	11731	0	0
16	4779	11732	0	0
17	4778	11733	0	0
18	4779	11734	0	0
19	4782	11735	0	0
20	4774	11736	0	0
21	4783	11737	0	0
22	4779	11738	0	0
23	4781	11739	0	0
24	4781	11740	0	0
25	4781	11741	0	0
26	4782	11742	0	0
27	4782	11743	0	0
28	4777	11744	0	0
29	4779	11745	0	0
30	4778	11746	0	0
31	4778	11747	0	0
32	4776	11748	0	0
33	4778	11749	0	0
34	4779	11750	0	0
35	4778	11751	0	0
36	4782	11752	0	0
37	4775	11753	0	0
38	4782	11754	0	0
39	4781	11755	0	0
40	4776	11756	0	0
41	4781	11757	0	0
42	4776	11758	0	0
43	4780	11759	0	0
44	4777	11760	0	0
45	4778	11761	0	0
46	4779	11762	0	0
47	4775	11763	0	0
48	4777	11764	0	0
49	4780	11765	0	0
50	4778	11766	0	0
51	4779	11767	0	0
52	4775	11768	0	0
53	4778	11769	0	0
54	4783	11770	0	0
55	4778	11771	0	0
56	4781	11772	0	0
57	4780	11773	0	0
58	4781	11774	0	0
59	4779	11775	0	0
60	4781	11776	0	0
61	4779	11777	0	0
62	4773	11778	0	0
63	4782	11779	0	0
64	4776	11780	0	0
65	4780	11781	0	0
66	4783	11782	0	0
67	4776	11783	0	0
68	4783	11784	0	0
69	4780	11785	0	0
70	4774	11786	0	0
71	4777	11787	0	0
72	4779	11788	0	0
73	4779	11789	0	0
74	4781	11790	0	0
75	4775	11791	0	0
76	4780	11792	0	0
77	4779	11793	0	0
78	4778	11794	0	0
79	4777	11795	0	0
80	4777	11796	0	0
81	4781	11797	0	0
82	4778	11798	0	0
83	4780	11799	0	0
84	4783	11800	0	0
85	4815	11801	0	0
86	4989	11802	0	0
87	5257	11803	0	0
88	5475	11804	0	0
89	5546	11805	0	0
90	5497	11806	0	0
91	5403	11807	0	0
92	5278	11808	0	0
93	5183	11809	0	0
94	5121	11810	0	0
95	5040	11811	0	0
96	4971	11812	0	0
97	4921	11813	0	0
98	4897	11814	0	0
99	4867	11815	0	0
100	4836	11816	0	0
101	4821	11817	0	0
