isamp	adc	time	tot	eoe
0	4779	14476	0	0
1	4776	14477	0	0
2	4780	14478	0	0
3	4774	14479	0	0
4	4777	14480	0	0
5	4776	14481	0	0
6	4776	14482	0	0
7	4776	14483	0	0
8	4775	14484	0	0
9	4776	14485	0	0
10	4780	14486	0	0
11	4773	14487	0	0
12	4778	14488	0	0
13	4771	14489	0	0
14	4778	14490	0	0
15	4772	14491	0	0
16	4775	14492	0	0
17	4779	14493	0	0
18	4775	14494	0	0
19	4777	14495	0	0
20	4773	14496	0	0
21	4780	14497	0	0
22	4775	14498	0	0
23	4772	14499	0	0
24	4777	14500	0	0
25	4777	14501	0	0
26	4770	14502	0	0
27	4777	14503	0	0
28	4776	14504	0	0
29	4777	14505	0	0
30	4775	14506	0	0
31	4772	14507	0	0
32	4775	14508	0	0
33	4777	14509	0	0
34	4777	14510	0	0
35	4774	14511	0	0
36	4776	14512	0	0
37	4780	14513	0	0
38	4772	14514	0	0
39	4778	14515	0	0
40	4770	14516	0	0
41	4776	14517	0	0
42	4778	14518	0	0
43	4770	14519	0	0
44	4776	14520	0	0
45	4777	14521	0	0
46	4774	14522	0	0
47	4778	14523	0	0
48	4771	14524	0	0
49	4777	14525	0	0
50	4773	14526	0	0
51	4775	14527	0	0
52	4776	14528	0	0
53	4772	14529	0	0
54	4778	14530	0	0
55	4776	14531	0	0
56	4779	14532	0	0
57	4779	14533	0	0
58	4775	14534	0	0
59	4780	14535	0	0
60	4777	14536	0	0
61	4775	14537	0	0
62	4780	14538	0	0
63	4773	14539	0	0
64	4777	14540	0	0
65	4772	14541	0	0
66	4778	14542	0	0
67	4777	14543	0	0
68	4773	14544	0	0
69	4785	14545	0	0
70	4772	14546	0	0
71	4778	14547	0	0
72	4778	14548	0	0
73	4771	14549	0	0
74	4781	14550	0	0
75	4772	14551	0	0
76	4774	14552	0	0
77	4776	14553	0	0
78	4779	14554	0	0
79	4777	14555	0	0
80	4773	14556	0	0
81	4777	14557	0	0
82	4778	14558	0	0
83	4774	14559	0	0
84	4779	14560	0	0
85	4833	14561	0	0
86	5015	14562	0	0
87	5278	14563	0	0
88	5448	14564	0	0
89	5544	14565	0	0
90	5547	14566	0	0
91	5420	14567	0	0
92	5269	14568	0	0
93	5164	14569	0	0
94	5071	14570	0	0
95	4986	14571	0	0
96	4938	14572	0	0
97	4896	14573	0	0
98	4853	14574	0	0
99	4838	14575	0	0
100	4820	14576	0	0
101	4816	14577	0	0
102	4808	14578	0	0
103	4799	14579	0	0
