isamp	adc	time	tot	eoe
0	4779	512	0	0
1	4775	513	0	0
2	4779	514	0	0
3	4774	515	0	0
4	4774	516	0	0
5	4780	517	0	0
6	4775	518	0	0
7	4777	519	0	0
8	4778	520	0	0
9	4775	521	0	0
10	4774	522	0	0
11	4775	523	0	0
12	4781	524	0	0
13	4772	525	0	0
14	4779	526	0	0
15	4776	527	0	0
16	4772	528	0	0
17	4778	529	0	0
18	4776	530	0	0
19	4777	531	0	0
20	4777	532	0	0
21	4772	533	0	0
22	4775	534	0	0
23	4774	535	0	0
24	4772	536	0	0
25	4775	537	0	0
26	4774	538	0	0
27	4782	539	0	0
28	4771	540	0	0
29	4779	541	0	0
30	4780	542	0	0
31	4774	543	0	0
32	4777	544	0	0
33	4771	545	0	0
34	4777	546	0	0
35	4777	547	0	0
36	4774	548	0	0
37	4777	549	0	0
38	4773	550	0	0
39	4777	551	0	0
40	4777	552	0	0
41	4774	553	0	0
42	4778	554	0	0
43	4773	555	0	0
44	4777	556	0	0
45	4778	557	0	0
46	4774	558	0	0
47	4773	559	0	0
48	4773	560	0	0
49	4775	561	0	0
50	4778	562	0	0
51	4774	563	0	0
52	4775	564	0	0
53	4774	565	0	0
54	4779	566	0	0
55	4776	567	0	0
56	4773	568	0	0
57	4783	569	0	0
58	4775	570	0	0
59	4774	571	0	0
60	4777	572	0	0
61	4774	573	0	0
62	4779	574	0	0
63	4774	575	0	0
64	4772	576	0	0
65	4778	577	0	0
66	4773	578	0	0
67	4778	579	0	0
68	4774	580	0	0
69	4777	581	0	0
70	4777	582	0	0
71	4774	583	0	0
72	4777	584	0	0
73	4775	585	0	0
74	4778	586	0	0
75	4776	587	0	0
76	4775	588	0	0
77	4779	589	0	0
78	4776	590	0	0
79	4771	591	0	0
80	4781	592	0	0
81	4772	593	0	0
82	4782	594	0	0
83	4775	595	0	0
84	4776	596	0	0
85	4780	597	0	0
86	4775	598	0	0
87	4790	599	0	0
88	4843	600	0	0
89	5037	601	0	0
90	5291	602	0	0
91	5441	603	0	0
92	5431	604	0	0
93	5321	605	0	0
94	5218	606	0	0
95	5120	607	0	0
96	5030	608	0	0
97	4963	609	0	0
98	4907	610	0	0
99	4873	611	0	0
100	4846	612	0	0
101	4825	613	0	0
102	4832	614	0	0
103	4818	615	0	0
104	4818	616	0	0
105	4807	617	0	0
106	4794	618	0	0
107	4800	619	0	0
108	4783	620	0	0
109	4788	621	0	0
110	4790	622	0	0
111	4785	623	0	0
112	4803	624	0	0
113	4798	625	0	0
114	4792	626	0	0
115	4789	627	0	0
116	4783	628	0	0
117	4785	629	0	0
118	4784	630	0	0
119	4778	631	0	0
120	4778	632	0	0
121	4779	633	0	0
122	4777	634	0	0
123	4775	635	0	0
124	4776	636	0	0
125	4775	637	0	0
126	4777	638	0	0
127	4780	639	0	0
128	4771	640	0	0
129	4776	641	0	0
130	4778	642	0	0
131	4774	643	0	0
132	4780	644	0	0
133	4777	645	0	0
134	4782	646	0	0
135	4776	647	0	0
136	4773	648	0	0
137	4780	649	0	0
138	4776	650	0	0
139	4776	651	0	0
140	4777	652	0	0
141	4772	653	0	0
142	4778	654	0	0
143	4779	655	0	0
144	4775	656	0	0
145	4775	657	0	0
146	4776	658	0	0
147	4774	659	0	0
148	4774	660	0	0
149	4770	661	0	0
150	4776	662	0	0
151	4774	663	0	0
152	4776	664	0	0
153	4776	665	0	0
154	4776	666	0	0
155	4773	667	0	0
156	4772	668	0	0
157	4781	669	0	0
158	4775	670	0	0
159	4778	671	0	0
160	4779	672	0	0
161	4775	673	0	0
162	4776	674	0	0
163	4776	675	0	0
164	4772	676	0	0
165	4776	677	0	0
166	4770	678	0	0
167	4777	679	0	0
168	4773	680	0	0
169	4775	681	0	0
170	4778	682	0	0
171	4775	683	0	0
172	4777	684	0	0
173	4775	685	0	0
174	4776	686	0	0
175	4776	687	0	0
176	4774	688	0	0
177	4780	689	0	0
178	4775	690	0	0
179	4776	691	0	0
180	4776	692	0	0
181	4775	693	0	0
182	4780	694	0	0
183	4774	695	0	0
184	4775	696	0	0
185	4774	697	0	0
186	4775	698	0	0
187	4777	699	0	0
188	4772	700	0	0
189	4779	701	0	0
190	4775	702	0	0
191	4773	703	0	0
192	4779	704	0	0
193	4773	705	0	0
194	4771	706	0	0
195	4775	707	0	0
196	4775	708	0	0
197	4777	709	0	0
198	4777	710	0	0
199	4772	711	0	0
200	4771	712	0	0
201	4775	713	0	0
202	4777	714	0	0
203	4772	715	0	0
204	4774	716	0	0
205	4776	717	0	0
206	4773	718	0	0
207	4779	719	0	0
208	4774	720	0	0
209	4777	721	0	0
210	4779	722	0	0
211	4774	723	0	0
212	4778	724	0	0
213	4769	725	0	0
214	4776	726	0	0
215	4778	727	0	0
216	4771	728	0	0
217	4779	729	0	0
218	4773	730	0	0
219	4772	731	0	0
220	4776	732	0	0
221	4773	733	0	0
222	4775	734	0	0
223	4772	735	0	0
224	4773	736	0	0
225	4776	737	0	0
226	4772	738	0	0
227	4777	739	0	0
228	4771	740	0	0
229	4774	741	0	0
230	4776	742	0	0
231	4773	743	0	0
232	4776	744	0	0
233	4773	745	0	0
234	4774	746	0	0
235	4775	747	0	0
236	4769	748	0	0
237	4775	749	0	0
238	4774	750	0	0
239	4774	751	0	0
240	4780	752	0	0
241	4773	753	0	0
242	4778	754	0	0
243	4772	755	0	0
244	4774	756	0	0
245	4776	757	0	0
246	4772	758	0	0
247	4774	759	0	0
248	4776	760	0	0
249	4773	761	0	0
250	4778	762	0	0
251	4772	763	0	0
252	4776	764	0	0
253	4776	765	0	0
254	4772	766	0	0
255	4779	767	0	1
