isamp	adc	time	tot	eoe
0	4774	53616	0	0
1	4779	53617	0	0
2	4772	53618	0	0
3	4777	53619	0	0
4	4776	53620	0	0
5	4772	53621	0	0
6	4779	53622	0	0
7	4775	53623	0	0
8	4782	53624	0	0
9	4779	53625	0	0
10	4775	53626	0	0
11	4781	53627	0	0
12	4775	53628	0	0
13	4779	53629	0	0
14	4779	53630	0	0
15	4777	53631	0	0
16	4777	53632	0	0
17	4779	53633	0	0
18	4776	53634	0	0
19	4777	53635	0	0
20	4773	53636	0	0
21	4775	53637	0	0
22	4776	53638	0	0
23	4775	53639	0	0
24	4778	53640	0	0
25	4773	53641	0	0
26	4776	53642	0	0
27	4775	53643	0	0
28	4777	53644	0	0
29	4778	53645	0	0
30	4775	53646	0	0
31	4781	53647	0	0
32	4775	53648	0	0
33	4776	53649	0	0
34	4776	53650	0	0
35	4775	53651	0	0
36	4778	53652	0	0
37	4779	53653	0	0
38	4772	53654	0	0
39	4780	53655	0	0
40	4774	53656	0	0
41	4780	53657	0	0
42	4775	53658	0	0
43	4776	53659	0	0
44	4778	53660	0	0
45	4777	53661	0	0
46	4772	53662	0	0
47	4777	53663	0	0
48	4775	53664	0	0
49	4779	53665	0	0
50	4775	53666	0	0
51	4777	53667	0	0
52	4775	53668	0	0
53	4775	53669	0	0
54	4778	53670	0	0
55	4776	53671	0	0
56	4775	53672	0	0
57	4778	53673	0	0
58	4779	53674	0	0
59	4778	53675	0	0
60	4776	53676	0	0
61	4781	53677	0	0
62	4778	53678	0	0
63	4773	53679	0	0
64	4780	53680	0	0
65	4773	53681	0	0
66	4781	53682	0	0
67	4773	53683	0	0
68	4778	53684	0	0
69	4779	53685	0	0
70	4774	53686	0	0
71	4779	53687	0	0
72	4777	53688	0	0
73	4770	53689	0	0
74	4783	53690	0	0
75	4775	53691	0	0
76	4776	53692	0	0
77	4775	53693	0	0
78	4773	53694	0	0
79	4779	53695	0	0
80	4779	53696	0	0
81	4777	53697	0	0
82	4772	53698	0	0
83	4782	53699	0	0
84	4798	53700	0	0
85	4909	53701	0	0
86	5234	53702	0	0
87	5520	53703	0	0
88	5597	53704	0	0
89	5542	53705	0	0
90	5456	53706	0	0
91	5353	53707	0	0
92	5207	53708	0	0
93	5082	53709	0	0
94	4997	53710	0	0
95	4921	53711	0	0
96	4874	53712	0	0
97	4845	53713	0	0
98	4827	53714	0	0
99	4828	53715	0	0
100	4817	53716	0	0
101	4809	53717	0	0
102	4791	53718	0	0
103	4790	53719	0	0
104	4797	53720	0	0
105	4790	53721	0	0
106	4789	53722	0	0
107	4784	53723	0	0
108	4785	53724	0	0
109	4781	53725	0	0
110	4777	53726	0	0
111	4782	53727	0	0
112	4778	53728	0	0
113	4783	53729	0	0
114	4777	53730	0	0
115	4780	53731	0	0
116	4775	53732	0	0
117	4774	53733	0	0
118	4781	53734	0	0
119	4782	53735	0	0
120	4772	53736	0	0
121	4780	53737	0	0
122	4776	53738	0	0
123	4770	53739	0	0
124	4781	53740	0	0
125	4774	53741	0	0
126	4776	53742	0	0
127	4775	53743	0	0
128	4772	53744	0	0
129	4779	53745	0	0
130	4775	53746	0	0
131	4780	53747	0	0
132	4775	53748	0	0
133	4777	53749	0	0
134	4776	53750	0	0
135	4775	53751	0	0
136	4778	53752	0	0
137	4778	53753	0	0
138	4782	53754	0	0
139	4778	53755	0	0
140	4776	53756	0	0
141	4782	53757	0	0
142	4775	53758	0	0
143	4779	53759	0	0
144	4776	53760	0	0
145	4776	53761	0	0
146	4781	53762	0	0
147	4774	53763	0	0
148	4775	53764	0	0
149	4779	53765	0	0
150	4777	53766	0	0
151	4778	53767	0	0
152	4774	53768	0	0
153	4778	53769	0	0
154	4777	53770	0	0
155	4773	53771	0	0
156	4777	53772	0	0
157	4776	53773	0	0
158	4781	53774	0	0
159	4775	53775	0	0
160	4778	53776	0	0
161	4778	53777	0	0
162	4771	53778	0	0
163	4777	53779	0	0
164	4775	53780	0	0
165	4775	53781	0	0
166	4776	53782	0	0
167	4771	53783	0	0
168	4776	53784	0	0
169	4779	53785	0	0
170	4775	53786	0	0
171	4780	53787	0	0
172	4779	53788	0	0
173	4777	53789	0	0
174	4784	53790	0	0
175	4773	53791	0	0
176	4777	53792	0	0
177	4774	53793	0	0
178	4772	53794	0	0
179	4777	53795	0	0
180	4775	53796	0	0
181	4774	53797	0	0
182	4773	53798	0	0
183	4772	53799	0	0
184	4778	53800	0	0
185	4777	53801	0	0
186	4777	53802	0	0
187	4771	53803	0	0
188	4772	53804	0	0
189	4774	53805	0	0
190	4776	53806	0	0
191	4772	53807	0	0
192	4773	53808	0	0
193	4777	53809	0	0
194	4778	53810	0	0
195	4773	53811	0	0
196	4777	53812	0	0
197	4773	53813	0	0
198	4776	53814	0	0
199	4778	53815	0	0
200	4776	53816	0	0
201	4781	53817	0	0
202	4774	53818	0	0
203	4773	53819	0	0
204	4778	53820	0	0
205	4774	53821	0	0
206	4779	53822	0	0
207	4779	53823	0	0
208	4775	53824	0	0
209	4780	53825	0	0
210	4773	53826	0	0
211	4778	53827	0	0
212	4779	53828	0	0
213	4775	53829	0	0
214	4776	53830	0	0
215	4777	53831	0	0
216	4776	53832	0	0
217	4772	53833	0	0
218	4775	53834	0	0
219	4779	53835	0	0
220	4774	53836	0	0
221	4779	53837	0	0
222	4773	53838	0	0
223	4778	53839	0	0
224	4781	53840	0	0
225	4774	53841	0	0
226	4780	53842	0	0
227	4774	53843	0	0
228	4778	53844	0	0
229	4780	53845	0	0
230	4775	53846	0	0
231	4776	53847	0	0
232	4775	53848	0	0
233	4773	53849	0	0
234	4782	53850	0	0
235	4775	53851	0	0
236	4776	53852	0	0
237	4773	53853	0	0
238	4776	53854	0	0
239	4775	53855	0	0
240	4776	53856	0	0
241	4779	53857	0	0
242	4773	53858	0	0
243	4781	53859	0	0
244	4772	53860	0	0
245	4776	53861	0	0
246	4775	53862	0	0
247	4775	53863	0	0
248	4774	53864	0	0
249	4781	53865	0	0
250	4771	53866	0	0
251	4776	53867	0	0
252	4774	53868	0	0
253	4780	53869	0	0
254	4778	53870	0	0
255	4769	53871	0	1
