isamp	adc	time	tot	eoe
0	4773	42604	0	0
1	4780	42605	0	0
2	4777	42606	0	0
3	4773	42607	0	0
4	4781	42608	0	0
5	4773	42609	0	0
6	4779	42610	0	0
7	4771	42611	0	0
8	4775	42612	0	0
9	4779	42613	0	0
10	4776	42614	0	0
11	4776	42615	0	0
12	4775	42616	0	0
13	4780	42617	0	0
14	4782	42618	0	0
15	4772	42619	0	0
16	4778	42620	0	0
17	4776	42621	0	0
18	4777	42622	0	0
19	4781	42623	0	0
20	4774	42624	0	0
21	4775	42625	0	0
22	4774	42626	0	0
23	4776	42627	0	0
24	4779	42628	0	0
25	4774	42629	0	0
26	4779	42630	0	0
27	4775	42631	0	0
28	4777	42632	0	0
29	4777	42633	0	0
30	4772	42634	0	0
31	4781	42635	0	0
32	4770	42636	0	0
33	4777	42637	0	0
34	4777	42638	0	0
35	4772	42639	0	0
36	4775	42640	0	0
37	4774	42641	0	0
38	4772	42642	0	0
39	4779	42643	0	0
40	4771	42644	0	0
41	4779	42645	0	0
42	4773	42646	0	0
43	4775	42647	0	0
44	4776	42648	0	0
45	4773	42649	0	0
46	4775	42650	0	0
47	4775	42651	0	0
48	4778	42652	0	0
49	4775	42653	0	0
50	4775	42654	0	0
51	4774	42655	0	0
52	4773	42656	0	0
53	4780	42657	0	0
54	4782	42658	0	0
55	4771	42659	0	0
56	4778	42660	0	0
57	4774	42661	0	0
58	4777	42662	0	0
59	4778	42663	0	0
60	4775	42664	0	0
61	4780	42665	0	0
62	4773	42666	0	0
63	4773	42667	0	0
64	4776	42668	0	0
65	4771	42669	0	0
66	4777	42670	0	0
67	4771	42671	0	0
68	4777	42672	0	0
69	4778	42673	0	0
70	4771	42674	0	0
71	4775	42675	0	0
72	4775	42676	0	0
73	4774	42677	0	0
74	4775	42678	0	0
75	4777	42679	0	0
76	4775	42680	0	0
77	4778	42681	0	0
78	4779	42682	0	0
79	4777	42683	0	0
80	4773	42684	0	0
81	4778	42685	0	0
82	4776	42686	0	0
83	4780	42687	0	0
84	4782	42688	0	0
85	4793	42689	0	0
86	4890	42690	0	0
87	5139	42691	0	0
88	5417	42692	0	0
89	5521	42693	0	0
90	5432	42694	0	0
91	5317	42695	0	0
92	5238	42696	0	0
93	5160	42697	0	0
94	5079	42698	0	0
95	5017	42699	0	0
96	4970	42700	0	0
97	4913	42701	0	0
98	4875	42702	0	0
99	4852	42703	0	0
100	4821	42704	0	0
101	4809	42705	0	0
102	4802	42706	0	0
103	4802	42707	0	0
104	4792	42708	0	0
105	4792	42709	0	0
106	4795	42710	0	0
107	4785	42711	0	0
108	4788	42712	0	0
109	4788	42713	0	0
110	4779	42714	0	0
111	4780	42715	0	0
112	4783	42716	0	0
113	4778	42717	0	0
114	4777	42718	0	0
115	4778	42719	0	0
116	4784	42720	0	0
117	4772	42721	0	0
118	4777	42722	0	0
119	4779	42723	0	0
120	4773	42724	0	0
121	4778	42725	0	0
122	4777	42726	0	0
123	4772	42727	0	0
124	4780	42728	0	0
125	4775	42729	0	0
126	4776	42730	0	0
127	4777	42731	0	0
128	4777	42732	0	0
129	4777	42733	0	0
130	4783	42734	0	0
131	4777	42735	0	0
132	4769	42736	0	0
133	4772	42737	0	0
134	4780	42738	0	0
135	4771	42739	0	0
136	4776	42740	0	0
137	4774	42741	0	0
138	4775	42742	0	0
139	4776	42743	0	0
140	4778	42744	0	0
141	4782	42745	0	0
142	4770	42746	0	0
143	4778	42747	0	0
144	4776	42748	0	0
145	4774	42749	0	0
146	4782	42750	0	0
147	4773	42751	0	0
148	4772	42752	0	0
149	4782	42753	0	0
150	4773	42754	0	0
151	4779	42755	0	0
152	4777	42756	0	0
153	4775	42757	0	0
154	4779	42758	0	0
155	4778	42759	0	0
156	4776	42760	0	0
157	4777	42761	0	0
158	4775	42762	0	0
159	4777	42763	0	0
160	4771	42764	0	0
161	4778	42765	0	0
162	4773	42766	0	0
163	4778	42767	0	0
164	4778	42768	0	0
165	4775	42769	0	0
166	4779	42770	0	0
167	4773	42771	0	0
168	4774	42772	0	0
169	4776	42773	0	0
170	4779	42774	0	0
171	4773	42775	0	0
172	4774	42776	0	0
173	4773	42777	0	0
174	4779	42778	0	0
175	4774	42779	0	0
176	4774	42780	0	0
177	4779	42781	0	0
178	4774	42782	0	0
179	4775	42783	0	0
180	4777	42784	0	0
181	4777	42785	0	0
182	4776	42786	0	0
183	4775	42787	0	0
184	4781	42788	0	0
185	4773	42789	0	0
186	4778	42790	0	0
187	4775	42791	0	0
